"NKE","ADDYY","UA","Dates","date"
169.609604,158.253845,22.219999,"2021-11-17",2021-11-17
169.224426,158.244049,22.6,"2021-11-18",2021-11-18
172.710648,156.263657,22.629999,"2021-11-19",2021-11-19
172.078583,153.410736,21.5,"2021-11-22",2021-11-22
170.014511,150.391144,21.200001,"2021-11-23",2021-11-23
169.895981,148.077438,21.35,"2021-11-24",2021-11-24
165.93576,140.852005,20.629999,"2021-11-26",2021-11-26
167.762772,141.224548,20.940001,"2021-11-29",2021-11-29
167.14061,141.763763,20.07,"2021-11-30",2021-11-30
164.632111,142.155914,19.540001,"2021-12-01",2021-12-01
167.891174,142.332367,19.959999,"2021-12-02",2021-12-02
168.430389,138.940247,19.98,"2021-12-03",2021-12-03
167.114517,141.234344,20.370001,"2021-12-06",2021-12-06
169.469208,146.195099,20.76,"2021-12-07",2021-12-07
168.440277,146.273529,20.66,"2021-12-08",2021-12-08
166.313141,142.871582,20.32,"2021-12-09",2021-12-09
167.262924,141.881409,20.059999,"2021-12-10",2021-12-10
165.066498,139.685333,19.25,"2021-12-13",2021-12-13
163.641815,137.253983,19.01,"2021-12-14",2021-12-14
162.157761,140.293182,19.049999,"2021-12-15",2021-12-15
160.990311,138.793198,18.190001,"2021-12-16",2021-12-16
159.64476,138.15593,17.709999,"2021-12-17",2021-12-17
155.31134,136.499084,17.059999,"2021-12-20",2021-12-20
164.858765,137.185349,17.459999,"2021-12-21",2021-12-21
163.681381,138.73436,17.360001,"2021-12-22",2021-12-22
163.908936,139.479462,17.549999,"2021-12-23",2021-12-23
165.79866,141.038269,17.719999,"2021-12-27",2021-12-27
164.651001,140.910812,17.77,"2021-12-28",2021-12-28
166.985886,141.371597,17.940001,"2021-12-29",2021-12-29
165.70961,140.214752,17.99,"2021-12-30",2021-12-30
164.898331,141.175522,18.040001,"2021-12-31",2021-12-31
162.919586,144.263733,18.07,"2022-01-03",2022-01-03
164.621307,143.185318,18.209999,"2022-01-04",2022-01-04
160.525299,142.440216,17.48,"2022-01-05",2022-01-05
159.328171,140.126511,17.66,"2022-01-06",2022-01-06
155.301437,138.067703,16.98,"2022-01-07",2022-01-07
148.840851,138.626511,16.68,"2022-01-10",2022-01-10
148.702347,142.812775,16.66,"2022-01-11",2022-01-11
150.592041,142.724533,16.700001,"2022-01-12",2022-01-12
147.999878,142.77356,16.51,"2022-01-13",2022-01-13
146.604858,142.302963,16.18,"2022-01-14",2022-01-14
145.387924,141.35199,16.15,"2022-01-18",2022-01-18
143.567505,141.283371,16.27,"2022-01-19",2022-01-19
141.212814,141.087296,15.98,"2022-01-20",2022-01-20
141.430466,138.675537,16.09,"2022-01-21",2022-01-21
144.448044,136.999084,16.5,"2022-01-24",2022-01-24
143.933578,133.048141,15.92,"2022-01-25",2022-01-25
142.459412,133.773605,15.5,"2022-01-26",2022-01-26
143.102493,132.273621,15.49,"2022-01-27",2022-01-27
144.359009,129.871689,15.57,"2022-01-28",2022-01-28
146.496048,133.852051,15.99,"2022-01-31",2022-01-31
146.644455,135.195175,16.190001,"2022-02-01",2022-02-01
147.129242,137.538284,16.559999,"2022-02-02",2022-02-02
143.765381,135.263809,16.16,"2022-02-03",2022-02-03
143.844528,135.979477,16.43,"2022-02-04",2022-02-04
143.597183,134.822632,16.58,"2022-02-07",2022-02-07
142.004288,134.489288,16.940001,"2022-02-08",2022-02-08
144.705292,137.538284,17.459999,"2022-02-09",2022-02-09
143.280579,135.146164,17.33,"2022-02-10",2022-02-10
138.689911,129.263855,15.36,"2022-02-11",2022-02-11
140.084915,127.656013,15.11,"2022-02-14",2022-02-14
144.032516,131.705002,15.54,"2022-02-15",2022-02-15
144.932846,131.675583,15.13,"2022-02-16",2022-02-16
141.282059,127.793266,14.47,"2022-02-17",2022-02-17
141.430466,127.293266,14.46,"2022-02-18",2022-02-18
136.721069,123.352119,14.24,"2022-02-22",2022-02-22
135.375519,119.79332,13.85,"2022-02-23",2022-02-23
135.711914,118.342346,14.86,"2022-02-24",2022-02-24
137.3246,118.901161,15.57,"2022-02-25",2022-02-25
135.098511,115.528633,15.63,"2022-02-28",2022-02-28
130.814529,111.263962,15.28,"2022-03-01",2022-03-01
134.237732,112.195328,15.36,"2022-03-02",2022-03-02
132.545914,108.058105,14.8,"2022-03-03",2022-03-03
130.081726,100.087563,14.09,"2022-03-04",2022-03-04
123.398163,92.783691,12.75,"2022-03-07",2022-03-07
120.195198,98.911102,13.05,"2022-03-08",2022-03-08
125.887138,113.607079,13.76,"2022-03-09",2022-03-09
124.974846,108.577705,13.83,"2022-03-10",2022-03-10
121.603317,108.754173,14,"2022-03-11",2022-03-11
116.585678,110.107101,14.12,"2022-03-14",2022-03-14
118.40036,109.548286,14.44,"2022-03-15",2022-03-15
124.141884,116.146286,15.19,"2022-03-16",2022-03-16
126.3433,116.83255,15.42,"2022-03-17",2022-03-17
130.141235,118.224693,15.61,"2022-03-18",2022-03-18
129.100021,115.489426,15.31,"2022-03-21",2022-03-21
131.975739,117.440392,15.39,"2022-03-22",2022-03-22
131.886505,113.107086,15.28,"2022-03-23",2022-03-23
130.974197,113.724731,15.53,"2022-03-24",2022-03-24
132.580627,114.754135,15.73,"2022-03-25",2022-03-25
133.681335,115.881577,15.85,"2022-03-28",2022-03-28
137.975082,119.097244,16.25,"2022-03-29",2022-03-29
137.380112,118.077644,16.08,"2022-03-30",2022-03-30
133.433426,114.528648,15.56,"2022-03-31",2022-03-31
132.402161,114.028648,15.39,"2022-04-01",2022-04-01
133.215271,114.803154,15.53,"2022-04-04",2022-04-04
131.192352,111.999252,15.18,"2022-04-05",2022-04-05
127.285339,108.352211,14.88,"2022-04-06",2022-04-06
128.296799,109.695343,14.84,"2022-04-07",2022-04-07
127.077095,110.107101,14.74,"2022-04-08",2022-04-08
123.93364,107.714966,14.68,"2022-04-11",2022-04-11
123.993134,106.597328,14.67,"2022-04-12",2022-04-12
126.42263,105.479683,15,"2022-04-13",2022-04-13
132.342667,106.067917,14.88,"2022-04-14",2022-04-14
130.527969,106.303207,14.84,"2022-04-18",2022-04-18
135.902588,108.528687,15.44,"2022-04-19",2022-04-19
134.732452,110.695343,15.33,"2022-04-20",2022-04-20
134.325897,108.960052,15.11,"2022-04-21",2022-04-21
127.989403,104.90126,14.34,"2022-04-22",2022-04-22
126.868858,102.322845,14.59,"2022-04-25",2022-04-25
119.510971,97.058174,13.74,"2022-04-26",2022-04-26
120.224945,94.440544,13.96,"2022-04-27",2022-04-27
125.986313,97.538559,14.43,"2022-04-28",2022-04-28
123.655983,98.107185,14.19,"2022-04-29",2022-04-29
125.024437,100.205208,14.42,"2022-05-02",2022-05-02
121.83139,99.558159,14.24,"2022-05-03",2022-05-03
125.004593,102.156174,14.42,"2022-05-04",2022-05-04
117.636803,97.420921,13.29,"2022-05-05",2022-05-05
113.531464,93.69545,9.85,"2022-05-06",2022-05-06
110.278923,89.852341,9.59,"2022-05-09",2022-05-09
108.573326,90.224884,9.59,"2022-05-10",2022-05-10
107.016464,91.322922,9.19,"2022-05-11",2022-05-11
106.996643,91.018997,9.69,"2022-05-12",2022-05-12
112.06385,94.769997,10.14,"2022-05-13",2022-05-13
111.657288,94.099998,9.99,"2022-05-16",2022-05-16
114.929665,97.040001,10.43,"2022-05-17",2022-05-17
108.45433,90.879997,9.71,"2022-05-18",2022-05-18
105.548859,91.300003,8.18,"2022-05-19",2022-05-19
107.095802,91.360001,8.48,"2022-05-20",2022-05-20
107.72052,93.669998,8.68,"2022-05-23",2022-05-23
106.391739,92.339996,8.21,"2022-05-24",2022-05-24
107.294121,91.720001,8.8,"2022-05-25",2022-05-25
111.994438,94.830002,9.13,"2022-05-26",2022-05-26
115.018906,96.739998,9.38,"2022-05-27",2022-05-27
117.854958,99.139999,9.7,"2022-05-31",2022-05-31
117.686386,97.129997,9.41,"2022-06-01",2022-06-01
122.376785,101.879997,10.06,"2022-06-02",2022-06-02
120.234535,100.300003,10.08,"2022-06-03",2022-06-03
119.518791,100.620003,10.1,"2022-06-06",2022-06-06
120.950272,100,10.11,"2022-06-07",2022-06-07
121.675957,99.650002,10.04,"2022-06-08",2022-06-08
117.89843,95.529999,9.73,"2022-06-09",2022-06-09
114.051323,92.309998,9.34,"2022-06-10",2022-06-10
109.786705,88.25,8.87,"2022-06-13",2022-06-13
110.065048,85.959999,8.66,"2022-06-14",2022-06-14
112.768959,87.57,8.79,"2022-06-15",2022-06-15
106.486351,85.029999,8.16,"2022-06-16",2022-06-16
106.705032,87.129997,8.38,"2022-06-17",2022-06-17
108.037117,87.330002,8.08,"2022-06-21",2022-06-21
104.299355,86.720001,8.12,"2022-06-22",2022-06-22
107.361137,88.540001,8.21,"2022-06-23",2022-06-23
112.242096,90.620003,8.39,"2022-06-24",2022-06-24
109.846352,91.040001,8.36,"2022-06-27",2022-06-27
102.172012,88.559998,8.11,"2022-06-28",2022-06-28
102.639236,88.510002,7.81,"2022-06-29",2022-06-29
101.595444,88.599998,7.58,"2022-06-30",2022-06-30
100.581482,88.279999,7.67,"2022-07-01",2022-07-01
103.702904,86.540001,7.92,"2022-07-05",2022-07-05
103.613441,84.120003,7.66,"2022-07-06",2022-07-06
107.490372,86.800003,7.87,"2022-07-07",2022-07-07
107.29155,85.540001,7.96,"2022-07-08",2022-07-08
104.488235,81.800003,7.61,"2022-07-11",2022-07-11
103.146217,80.400002,7.66,"2022-07-12",2022-07-12
104.488235,81.349998,7.58,"2022-07-13",2022-07-13
102.609413,78.25,7.26,"2022-07-14",2022-07-14
104.08065,80.82,7.46,"2022-07-15",2022-07-15
103.325157,83.550003,7.44,"2022-07-18",2022-07-18
108.544098,89.919998,7.86,"2022-07-19",2022-07-19
110.452736,88.059998,8.07,"2022-07-20",2022-07-20
110.959724,89.68,8.1,"2022-07-21",2022-07-21
108.474518,89.889999,7.91,"2022-07-22",2022-07-22
108.63356,90.019997,7.87,"2022-07-25",2022-07-25
104.577698,83.650002,7.41,"2022-07-26",2022-07-26
107.22197,83.330002,7.81,"2022-07-27",2022-07-27
111.566116,85.300003,8.08,"2022-07-28",2022-07-28
114.240196,86.139999,8.26,"2022-07-29",2022-07-29
113.623871,88,8.37,"2022-08-01",2022-08-01
111.108833,84.809998,8.25,"2022-08-02",2022-08-02
113.603989,87.07,8.46,"2022-08-03",2022-08-03
113.802811,89.93,8.35,"2022-08-04",2022-08-04
113.196411,87.940002,8.45,"2022-08-05",2022-08-05
113.325645,89.199997,8.71,"2022-08-08",2022-08-08
109.458656,86.699997,8.36,"2022-08-09",2022-08-09
112.470734,89.449997,8.75,"2022-08-10",2022-08-10
113.425049,88.629997,8.89,"2022-08-11",2022-08-11
115.3834,89.519997,9.05,"2022-08-12",2022-08-12
115.63192,87.940002,9.08,"2022-08-15",2022-08-15
117.361626,88.029999,9.24,"2022-08-16",2022-08-16
116.347664,86.349998,9.01,"2022-08-17",2022-08-17
115.323753,84.610001,8.8,"2022-08-18",2022-08-18
112.490616,82.730003,8.31,"2022-08-19",2022-08-19
109.687286,78.550003,8.01,"2022-08-22",2022-08-22
110.025284,77.580002,8,"2022-08-23",2022-08-23
110.750969,78.870003,8.02,"2022-08-24",2022-08-24
112.550262,79.720001,8.09,"2022-08-25",2022-08-25
107.639473,74.919998,7.8,"2022-08-26",2022-08-26
107.241844,74.5,7.68,"2022-08-29",2022-08-29
107.22197,75.580002,7.74,"2022-08-30",2022-08-30
105.820297,74.18,7.59,"2022-08-31",2022-08-31
105.860062,73.389999,7.5,"2022-09-01",2022-09-01
105.416428,72.419998,7.41,"2022-09-02",2022-09-02
104.828239,71.099998,7.41,"2022-09-06",2022-09-06
108.148048,71.639999,7.76,"2022-09-07",2022-09-07
108.397285,70.879997,7.82,"2022-09-08",2022-09-08
110.630424,73.150002,7.97,"2022-09-09",2022-09-09
112.03611,75.379997,8.17,"2022-09-12",2022-09-12
105.396492,71.029999,7.6,"2022-09-13",2022-09-13
106.672577,71.120003,7.7,"2022-09-14",2022-09-14
105.177162,68.040001,7.42,"2022-09-15",2022-09-15
103.801392,67.650002,7.31,"2022-09-16",2022-09-16
106.881935,68.959999,7.53,"2022-09-19",2022-09-19
102.10659,67.309998,7.24,"2022-09-20",2022-09-20
99.484642,66.150002,7.07,"2022-09-21",2022-09-21
98.248436,65.970001,6.79,"2022-09-22",2022-09-22
96.723114,63.41,6.65,"2022-09-23",2022-09-23
95.766052,61.75,6.78,"2022-09-26",2022-09-26
95.995346,60.919998,6.85,"2022-09-27",2022-09-27
98.397972,63.959999,7,"2022-09-28",2022-09-28
95.038284,60.630001,6.5,"2022-09-29",2022-09-29
82.865654,57.41,5.96,"2022-09-30",2022-09-30
85.138672,58.470001,6.34,"2022-10-03",2022-10-03
88.368759,62.790001,6.59,"2022-10-04",2022-10-04
90.821228,60.66,6.69,"2022-10-05",2022-10-05
89.894073,58.860001,6.52,"2022-10-06",2022-10-06
86.893288,56.169998,6.27,"2022-10-07",2022-10-07
86.424728,55.599998,6.22,"2022-10-10",2022-10-10
87.720741,55.459999,6.33,"2022-10-11",2022-10-11
88.239159,54,6.26,"2022-10-12",2022-10-12
89.285942,55.68,6.4,"2022-10-13",2022-10-13
87.282097,55.040001,6.18,"2022-10-14",2022-10-14
89.694687,58.009998,6.4,"2022-10-17",2022-10-17
89.405579,58.459999,6.44,"2022-10-18",2022-10-18
88.298973,56.41,6.2,"2022-10-19",2022-10-19
86.564301,53.939999,5.92,"2022-10-20",2022-10-20
88.229187,51.75,6.09,"2022-10-21",2022-10-21
87.740685,51.360001,6.31,"2022-10-24",2022-10-24
91.439331,50.099998,6.53,"2022-10-25",2022-10-25
92.107285,50.98,6.38,"2022-10-26",2022-10-26
90.262947,49.400002,6.32,"2022-10-27",2022-10-27
93.542877,50,6.48,"2022-10-28",2022-10-28
92.396393,48.759998,6.56,"2022-10-31",2022-10-31
93.483055,48.950001,6.66,"2022-11-01",2022-11-01
90.023682,47.119999,6.25,"2022-11-02",2022-11-02
90.123375,45.5,6.91,"2022-11-03",2022-11-03
95.49688,56.900002,7.25,"2022-11-04",2022-11-04
93.154076,57.720001,7.23,"2022-11-07",2022-11-07
93.46312,60.439999,7.03,"2022-11-08",2022-11-08
91.818169,61.77,6.82,"2022-11-09",2022-11-09
99.185555,65.43,7.55,"2022-11-10",2022-11-10
105.765358,70.790001,8.14,"2022-11-11",2022-11-11
104.070564,68,7.96,"2022-11-14",2022-11-14
106.383461,67.75,8.33,"2022-11-15",2022-11-15
104.907997,67.32,8.25,"2022-11-16",2022-11-16
105.037598,67.040001,8.19,"2022-11-17",2022-11-17
105.097412,66.739998,8.29,"2022-11-18",2022-11-18
103.512276,63.709999,7.99,"2022-11-21",2022-11-21
105.645729,63.669998,8.33,"2022-11-22",2022-11-22
106.323647,64.690002,8.43,"2022-11-23",2022-11-23
105.635757,64.360001,8.48,"2022-11-25",2022-11-25
104.638817,62.34,8.24,"2022-11-28",2022-11-28
105.924873,62.59,8.55,"2022-11-29",2022-11-29
109.354347,64.510002,8.72,"2022-11-30",2022-11-30
